image,species,species_label,individual_id,individual_label,klass,klass_label,viewpoint,viewpoint_label,fold,new,box_yolov5_fish_v3,box_yolov5_fin_v3,iou_v3,width,height
eba5e8075287e2.jpg,beluga_whale,0,057e4babf014,340,whale,1,unclear,2,-1,0,1607 1233 2079 1314,,0.0,3600,2391
6bd9bb7363ff3c.jpg,beluga_whale,0,2e268c8dbd31,2816,whale,1,unclear,2,-1,0,19 24 354 86,,0.0,399,111
831d4b23ecbf33.jpg,beluga_whale,0,51081e431bca,4909,whale,1,port,1,-1,0,65 237 2113 771,,0.0,2118,774
6ccd3919bb8be4.jpg,beluga_whale,0,8deb2171580e,8693,whale,1,port,1,-1,0,13 1093 3130 1696,,0.0,3600,2391
45bbff8c200d33.jpg,beluga_whale,0,7717e80dcc1a,7288,whale,1,starboard,0,-1,0,938 885 3157 1475,,0.0,3600,2391
03c4916fba714a.jpg,beluga_whale,0,a0d9288faf36,9822,whale,1,port,1,-1,0,930 1025 2440 1396,,0.0,3600,2391
6ab2dfe53770cc.jpg,beluga_whale,0,51081e431bca,4909,whale,1,unclear,2,-1,0,140 92 610 232,,0.0,732,306
4ca56a654449e3.jpg,beluga_whale,0,44bd3fec6ad6,4173,whale,1,unclear,2,-1,0,559 570 1951 852,,0.0,3039,2014
80105700f17540.jpg,beluga_whale,0,7fdeba948ee8,7850,whale,1,unclear,2,-1,0,1589 1210 1892 1274,,0.0,3599,2403
dbd32b20b4dc66.jpg,beluga_whale,0,ff26e042cd52,15535,whale,1,port,1,-1,0,160 125 1456 370,,0.0,1640,456
b710d9e694a55e.jpg,beluga_whale,0,66423582531a,6249,whale,1,unclear,2,-1,0,877 899 3193 1200,,0.0,3504,2336
cea595a3a0dacd.jpg,beluga_whale,0,026a914b45b9,145,whale,1,port,1,-1,0,126 116 1458 405,,0.0,1584,503
c007f09957e6df.jpg,beluga_whale,0,06ef73efe924,429,whale,1,starboard,0,-1,0,1500 1215 1876 1311,,0.0,3600,2391
b4392a82e9a01c.jpg,beluga_whale,0,6da7ae3c5d54,6710,whale,1,port,1,-1,0,6 71 2425 422,,0.0,2472,444
483cc68f0ceff0.jpg,beluga_whale,0,44bd3fec6ad6,4173,whale,1,unclear,2,-1,0,95 38 1109 253,,0.0,1281,329
d2ad2b2b0b3d01.jpg,beluga_whale,0,35bc67b3b071,3251,whale,1,unclear,2,-1,0,1093 679 1524 793,,0.0,3039,2014
2188bd03ddd648.jpg,beluga_whale,0,c1b7807d472a,11807,whale,1,port,1,-1,0,74 126 1458 405,,0.0,1646,540
20ba9d6aae0239.jpg,beluga_whale,0,7dc63cb16112,7721,whale,1,port,1,-1,0,916 1205 2933 1599,,0.0,3599,2399
f069ac7680cf8d.jpg,beluga_whale,0,510a86ac109b,4910,whale,1,starboard,0,-1,0,682 584 1649 786,,0.0,2240,1488
e940b558ec5192.jpg,beluga_whale,0,c070eadfe7f6,11742,whale,1,starboard,0,-1,0,137 107 1463 344,,0.0,1706,434
e3a443af8f8489.jpg,beluga_whale,0,da65f819073c,13288,whale,1,unclear,2,-1,0,1 27 356 137,,0.0,363,149
dc00912684cc68.jpg,beluga_whale,0,8a99749c1374,8490,whale,1,port,1,-1,0,331 622 1545 919,,0.0,2240,1488
9b1056970136ed.jpg,beluga_whale,0,59abcc1b41ec,5460,whale,1,unclear,2,-1,0,75 43 594 170,,0.0,660,244
315ef3ebc43815.jpg,beluga_whale,0,afb9b3978217,10736,whale,1,unclear,2,-1,0,9 29 776 167,,0.0,828,176
4816fb2c99b3a9.jpg,beluga_whale,0,322a18725969,3048,whale,1,starboard,0,-1,0,117 140 1522 437,,0.0,1683,546
55eb8ad1faec9d.jpg,beluga_whale,0,9a149b8ff660,9438,whale,1,port,1,-1,0,143 18 1209 195,,0.0,1375,227
c3f7e6baa5f289.jpg,beluga_whale,0,dba4e482f0ad,13383,whale,1,starboard,0,-1,0,80 115 1239 350,,0.0,1332,416
2ddde5f76f3c5b.jpg,beluga_whale,0,fd92aac78676,15436,whale,1,port,1,-1,0,149 66 2101 540,,0.0,2287,698
1554dcabbd5ad5.jpg,beluga_whale,0,7593d2aee842,7194,whale,1,starboard,0,-1,0,67 141 1493 411,,0.0,1600,488
3b37af8485dcde.jpg,beluga_whale,0,77a53f0c3b12,7334,whale,1,port,1,-1,0,210 149 2435 785,,0.0,2552,856
04228adacff7a3.jpg,beluga_whale,0,124534ac8131,1141,whale,1,port,1,-1,0,5 69 3436 718,,0.0,3570,879
049f28b1e57e9a.jpg,beluga_whale,0,ff26e042cd52,15535,whale,1,port,1,-1,0,384 277 2925 731,,0.0,3599,892
e21db94c8c3113.jpg,beluga_whale,0,0ad50d0d9b06,675,whale,1,unclear,2,-1,0,945 1002 2104 1334,,0.0,3599,2403
f9afecfe90235f.jpg,beluga_whale,0,a0d1a0e2e606,9820,whale,1,port,1,-1,0,151 89 1673 405,,0.0,1820,520
59454695630a1c.jpg,beluga_whale,0,59abcc1b41ec,5460,whale,1,unclear,2,-1,0,41 27 209 62,,0.0,232,77
70df9a6feb00b0.jpg,beluga_whale,0,29cb5ccedb51,2579,whale,1,port,1,-1,0,185 77 1139 256,,0.0,1265,326
deac54e4438bd6.jpg,beluga_whale,0,f2ddd02312a7,14820,whale,1,starboard,0,-1,0,181 136 2422 687,,0.0,2586,900
27b1d1c19cabe9.jpg,beluga_whale,0,9582cc692d85,9150,whale,1,unclear,2,-1,0,14 18 433 102,,0.0,487,120
2333662a675c7e.jpg,beluga_whale,0,4635f2b3966c,4264,whale,1,starboard,0,-1,0,238 134 2779 688,,0.0,2997,903
492dafd5e371bd.jpg,beluga_whale,0,2b8bcbb8aa60,2670,whale,1,starboard,0,-1,0,25 199 3434 1172,,0.0,3599,1277
8d5cbc73fb3120.jpg,beluga_whale,0,a0d9288faf36,9822,whale,1,starboard,0,-1,0,155 140 1565 386,,0.0,1689,516
986a96cec9c6d2.jpg,beluga_whale,0,0ad50d0d9b06,675,whale,1,unclear,2,-1,0,89 52 831 186,,0.0,899,247
72133c1e4a6cd5.jpg,beluga_whale,0,d5d9b19035c4,13012,whale,1,starboard,0,-1,0,382 583 2856 1044,,0.0,3600,2391
9436cd11627273.jpg,beluga_whale,0,a0d9288faf36,9822,whale,1,port,1,-1,0,990 962 2422 1263,,0.0,3600,2391
d88cea2cdaf92b.jpg,beluga_whale,0,cb0fed574200,12361,whale,1,port,1,-1,0,1093 1196 2775 1514,,0.0,3600,2391
6ba0b870a0741a.jpg,beluga_whale,0,54a0425676a6,5150,whale,1,port,1,-1,0,12 33 1093 261,,0.0,1148,309
ae6f30abc2b3d3.jpg,beluga_whale,0,4134fe49e6ca,3991,whale,1,starboard,0,-1,0,93 69 1904 341,,0.0,2124,444
60a20daad1f6b6.jpg,beluga_whale,0,ff26e042cd52,15535,whale,1,port,1,-1,0,111 55 1543 451,,0.0,1580,456
36bca13dba592a.jpg,beluga_whale,0,7fdeba948ee8,7850,whale,1,unclear,2,-1,0,80 37 900 311,,0.0,1007,400
8bb4fa0cfdac5c.jpg,beluga_whale,0,ecfeed7990a2,14461,whale,1,starboard,0,-1,0,27 93 3000 680,,0.0,3000,795
892f21e93e1b29.jpg,beluga_whale,0,6818edefecc9,6366,whale,1,unclear,2,-1,0,28 72 1781 391,,0.0,1829,490
8a146a3ad83f24.jpg,beluga_whale,0,cd720f8127f5,12510,whale,1,unclear,2,-1,0,5 14 315 179,,0.0,324,201
6548010ea24c82.jpg,beluga_whale,0,aa6882526c27,10422,whale,1,port,1,-1,0,93 144 2249 558,,0.0,2360,608
39b96fe7f57791.jpg,beluga_whale,0,985e7d6a8052,9315,whale,1,unclear,2,-1,0,1055 793 1853 936,,0.0,3039,2014
c068bc5ea2b1d4.jpg,beluga_whale,0,cb0fed574200,12361,whale,1,port,1,-1,0,1418 812 2328 1008,,0.0,3600,2391
6ee5f51d595ea9.jpg,beluga_whale,0,31f748b822f4,3042,whale,1,port,1,-1,0,14 93 1870 397,,0.0,1930,506
09a108c96a361f.jpg,beluga_whale,0,9997a542b869,9405,whale,1,port,1,-1,0,768 967 2752 1361,,0.0,3600,2391
5e6b7449520783.jpg,beluga_whale,0,84502c5db6bc,8124,whale,1,unclear,2,-1,0,715 914 2028 1282,,0.0,3504,2336
c0d5ae62c584a8.jpg,beluga_whale,0,122dc7f46c24,1136,whale,1,starboard,0,-1,0,457 292 1774 586,,0.0,2240,1488
ffdadb1efd04a3.jpg,beluga_whale,0,8274ddd12a43,8000,whale,1,unclear,2,-1,0,2 21 895 210,,0.0,901,241
a91fe28e913086.jpg,beluga_whale,0,e5cffdb1b51d,14016,whale,1,port,1,-1,0,1262 1108 2196 1365,,0.0,3599,2399
5d9d5356013f6c.jpg,beluga_whale,0,5ac053677ed1,5520,whale,1,unclear,2,-1,0,1032 727 1684 834,,0.0,3039,2014
e8bd41198dc719.jpg,beluga_whale,0,247e4c6de07e,2247,whale,1,starboard,0,-1,0,0 780 2496 1744,,0.0,3600,2391
284322e07a203e.jpg,beluga_whale,0,31f748b822f4,3042,whale,1,starboard,0,-1,0,23 154 2193 820,,0.0,2200,820
f3c311de40b4b0.jpg,beluga_whale,0,124534ac8131,1141,whale,1,port,1,-1,0,17 195 2301 665,,0.0,2322,718
3b61801784603f.jpg,beluga_whale,0,7845337998d6,7369,whale,1,unclear,2,-1,0,11 14 1810 336,,0.0,1917,348
08334108f73ef4.jpg,beluga_whale,0,212a788c210d,2038,whale,1,unclear,2,-1,0,1084 1828 1916 1975,,0.0,3600,2391
c9a6b92534dc7d.jpg,beluga_whale,0,8274ddd12a43,8000,whale,1,unclear,2,-1,0,8 7 540 164,,0.0,567,173
4a207f09a87442.jpg,beluga_whale,0,29623de1f9a5,2553,whale,1,unclear,2,-1,0,286 70 1466 319,,0.0,1776,393
8d9069608b0326.jpg,beluga_whale,0,06ef73efe924,429,whale,1,unclear,2,-1,0,1677 1003 2024 1093,,0.0,3600,2391
344cc6b844c9c7.jpg,beluga_whale,0,7593d2aee842,7194,whale,1,starboard,0,-1,0,151 561 2240 1091,,0.0,2240,1488
682fad7961aae5.jpg,beluga_whale,0,5dc6032fca87,5693,whale,1,port,1,-1,0,16 62 1748 567,,0.0,1773,703
f628b07bdea128.jpg,beluga_whale,0,191e293af2b5,1556,whale,1,unclear,2,-1,0,1029 1262 1724 1387,,0.0,3039,2014
233aea8be454c4.jpg,beluga_whale,0,9a149b8ff660,9438,whale,1,unclear,2,-1,0,131 46 776 199,,0.0,908,260
4a20f949db512d.jpg,beluga_whale,0,3a055fad1478,3553,whale,1,starboard,0,-1,0,1628 1053 2002 1141,,0.0,3599,2403
7246ed5477b5d4.jpg,beluga_whale,0,afb9b3978217,10736,whale,1,port,1,-1,0,1160 1016 1810 1150,,0.0,3600,2391
3ff12313d5e692.jpg,beluga_whale,0,1c49644ca9b3,1740,whale,1,unclear,2,-1,0,1215 1233 1869 1354,,0.0,3600,2391
e887c4a66387a2.jpg,beluga_whale,0,a0d9288faf36,9822,whale,1,starboard,0,-1,0,39 56 3600 822,,0.0,3600,900
591dc2621356ce.jpg,beluga_whale,0,0ad50d0d9b06,675,whale,1,unclear,2,-1,0,1741 1222 1914 1280,,0.0,3599,2403
571cd06376cf69.jpg,beluga_whale,0,1ce3ba6a3c29,1779,whale,1,starboard,0,-1,0,135 98 1136 272,,0.0,1292,348
81ffe5e066c03f.jpg,beluga_whale,0,cb0fed574200,12361,whale,1,starboard,0,-1,0,325 928 3076 1445,,0.0,3600,2391
7d30fe2b1ccda0.jpg,beluga_whale,0,247e4c6de07e,2247,whale,1,unclear,2,-1,0,1349 1293 1644 1358,,0.0,3599,2403
afe58011410161.jpg,beluga_whale,0,51081e431bca,4909,whale,1,unclear,2,-1,0,244 141 1855 554,,0.0,2073,726
80df4352aa858b.jpg,beluga_whale,0,59abcc1b41ec,5460,whale,1,unclear,2,-1,0,125 78 405 144,,0.0,532,213
5aa01b30309a2a.jpg,beluga_whale,0,efda8f368763,14635,whale,1,starboard,0,-1,0,188 789 3146 1518,,0.0,3600,2391
2cf97fb4d9c9fe.jpg,beluga_whale,0,985e7d6a8052,9315,whale,1,unclear,2,-1,0,74 60 815 197,,0.0,907,274
87517a21e663ec.jpg,beluga_whale,0,122dc7f46c24,1136,whale,1,starboard,0,-1,0,3 23 623 171,,0.0,625,171
c86ce3a3307117.jpg,beluga_whale,0,982224d06f8c,9298,whale,1,unclear,2,-1,0,965 736 1599 889,,0.0,3008,2000
18d76cdc8b2c0b.jpg,beluga_whale,0,79c94459ece0,7462,whale,1,unclear,2,-1,0,158 1686 1240 1931,,0.0,3039,2014
12e161c19be6a9.jpg,beluga_whale,0,057e4babf014,340,whale,1,unclear,2,-1,0,11 15 750 147,,0.0,812,168
a63dd95ea489b4.jpg,beluga_whale,0,12f2a4406d7e,1185,whale,1,unclear,2,-1,0,17 25 842 203,,0.0,922,221
90bd1843a7cfdc.jpg,beluga_whale,0,5dc6032fca87,5693,whale,1,port,1,-1,0,238 150 2403 591,,0.0,2560,738
138da72b5285e4.jpg,beluga_whale,0,7bdf83ff6076,7605,whale,1,starboard,0,-1,0,1024 1154 2824 1532,,0.0,3600,2391
436dcad76ec7d5.jpg,beluga_whale,0,f17a28521e9d,14741,whale,1,unclear,2,-1,0,1935 1224 2180 1287,,0.0,3599,2403
9e7bd9bbf09340.jpg,beluga_whale,0,84502c5db6bc,8124,whale,1,unclear,2,-1,0,1298 1713 1933 1827,,0.0,3600,2391
2a3d169db840cd.jpg,beluga_whale,0,91970ecd7d55,8914,whale,1,starboard,0,-1,0,1558 761 2220 854,,0.0,3600,2391
6e47306beb1f5c.jpg,beluga_whale,0,3db418812f4f,3768,whale,1,unclear,2,-1,0,1011 506 1802 635,,0.0,3039,2014
8c463b3ab85242.jpg,beluga_whale,0,93a3cb74801f,9035,whale,1,starboard,0,-1,0,267 203 2540 769,,0.0,2805,1026
1cf2ef413149e3.jpg,beluga_whale,0,2e268c8dbd31,2816,whale,1,unclear,2,-1,0,994 927 2312 1094,,0.0,3039,2014
fe41a5bf4593bc.jpg,beluga_whale,0,84a261c0e5cf,8143,whale,1,unclear,2,-1,0,150 103 638 249,,0.0,783,337
c9d6ae263dd9b9.jpg,beluga_whale,0,985e7d6a8052,9315,whale,1,unclear,2,-1,0,0 0 394 119,,0.0,398,119
ac65cbc01c6b84.jpg,beluga_whale,0,3a608b68bde4,3575,whale,1,starboard,0,-1,0,77 50 1255 273,,0.0,1354,302
57c1b4f0935bde.jpg,beluga_whale,0,79bb59a9ddc8,7457,whale,1,starboard,0,-1,0,31 54 1106 346,,0.0,1119,381
091f540e56b4f5.jpg,beluga_whale,0,9336b7a2ae28,9014,whale,1,unclear,2,-1,0,1349 1026 1768 1146,,0.0,3599,2403
fd599c176f67d6.jpg,beluga_whale,0,4635f2b3966c,4264,whale,1,starboard,0,-1,0,69 86 3487 894,,0.0,3600,995
9e2b996f63d11f.jpg,beluga_whale,0,f17a28521e9d,14741,whale,1,unclear,2,-1,0,2226 1639 2450 1697,,0.0,3600,2391
b83d2367513bce.jpg,beluga_whale,0,66423582531a,6249,whale,1,starboard,0,-1,0,888 739 1996 901,,0.0,3039,2014
452e1817611019.jpg,beluga_whale,0,7717e80dcc1a,7288,whale,1,starboard,0,-1,0,126 177 2734 716,,0.0,2832,780
028ac6e189de6d.jpg,beluga_whale,0,23fa4bc0b7ac,2221,whale,1,port,1,-1,0,912 980 2914 1358,,0.0,3600,2391
10b04079383294.jpg,beluga_whale,0,51081e431bca,4909,whale,1,unclear,2,-1,0,621 833 2471 1384,,0.0,3600,2391
81f90cdec52881.jpg,beluga_whale,0,6da7ae3c5d54,6710,whale,1,starboard,0,-1,0,780 1067 2067 1290,,0.0,3600,2391
543a1529191169.jpg,beluga_whale,0,29623de1f9a5,2553,whale,1,unclear,2,-1,0,324 632 1680 805,,0.0,3039,2014
78699872dc70bf.jpg,beluga_whale,0,19b638e11443,1593,whale,1,unclear,2,-1,0,1600 1231 1842 1288,,0.0,3599,2403
6b5331bb2fa0bf.jpg,beluga_whale,0,a0d1a0e2e606,9820,whale,1,port,1,-1,0,61 105 1764 360,,0.0,1872,436
db607990af5a09.jpg,beluga_whale,0,0ad50d0d9b06,675,whale,1,unclear,2,-1,0,26 21 589 182,,0.0,624,183
ca2e7e6bf92169.jpg,beluga_whale,0,7845337998d6,7369,whale,1,unclear,2,-1,0,178 130 1272 360,,0.0,1667,524
d34a5e01c7e4b3.jpg,beluga_whale,0,23fa4bc0b7ac,2221,whale,1,port,1,-1,0,139 147 1777 557,,0.0,1968,604
153bc21d7043bd.jpg,beluga_whale,0,7bedeacdc4d2,7608,whale,1,unclear,2,-1,0,219 41 1463 331,,0.0,1678,450
8c9b592681823a.jpg,beluga_whale,0,4134fe49e6ca,3991,whale,1,unclear,2,-1,0,525 957 2237 1283,,0.0,3600,2391
0564c1490a9c81.jpg,beluga_whale,0,6f47542558a1,6805,whale,1,starboard,0,-1,0,1418 952 2246 1094,,0.0,3600,2391
980c7020c6498f.jpg,beluga_whale,0,afb9b3978217,10736,whale,1,unclear,2,-1,0,125 66 595 136,,0.0,700,203
403d1e89fa5b78.jpg,beluga_whale,0,026a914b45b9,145,whale,1,starboard,0,-1,0,669 631 1755 838,,0.0,2240,1488
30583a7fdc9f5f.jpg,beluga_whale,0,df94b15285b9,13625,whale,1,unclear,2,-1,0,200 0 2483 531,,0.0,2773,554
609aadaa0092cc.jpg,beluga_whale,0,7593d2aee842,7194,whale,1,port,1,-1,0,134 140 1023 314,,0.0,1198,386
2032b5ad8ea305.jpg,beluga_whale,0,4134fe49e6ca,3991,whale,1,starboard,0,-1,0,183 160 1871 515,,0.0,2000,572
f8c95d236ba153.jpg,beluga_whale,0,ff26e042cd52,15535,whale,1,starboard,0,-1,0,273 155 1721 452,,0.0,2000,576
ef62eca61bd5f9.jpg,beluga_whale,0,5185e90ddcb1,4947,whale,1,unclear,2,-1,0,3 0 447 90,,0.0,456,91
67676092380e78.jpg,beluga_whale,0,8274ddd12a43,8000,whale,1,unclear,2,-1,0,19 23 1254 242,,0.0,1274,275
5ab444ad0b4a4b.jpg,beluga_whale,0,a0d1a0e2e606,9820,whale,1,starboard,0,-1,0,1166 1169 2678 1473,,0.0,3600,2391
8dfd1ccb61671f.jpg,beluga_whale,0,84502c5db6bc,8124,whale,1,unclear,2,-1,0,0 1041 1074 1265,,0.0,3504,2336
c28e9186a2d830.jpg,beluga_whale,0,7a8863eb9227,7516,whale,1,port,1,-1,0,1062 1111 2126 1315,,0.0,3600,2391
99b72947f2732e.jpg,beluga_whale,0,262f464ee602,2337,whale,1,unclear,2,-1,0,1706 885 2011 956,,0.0,3600,2391
7fc70808ef6d71.jpg,beluga_whale,0,aa6882526c27,10422,whale,1,port,1,-1,0,9 17 1692 406,,0.0,1692,420
1b557f16c8366a.jpg,beluga_whale,0,aeae6f5bf5cd,10679,whale,1,unclear,2,-1,0,21 20 650 135,,0.0,677,142
9e6b7b9b1a84ce.jpg,beluga_whale,0,12f2a4406d7e,1185,whale,1,port,1,-1,0,811 1041 2239 1323,,0.0,3599,2399
2339d3063d87e3.jpg,beluga_whale,0,dba4e482f0ad,13383,whale,1,starboard,0,-1,0,1001 1150 2386 1386,,0.0,3600,2391
4f0f0059ce10a8.jpg,beluga_whale,0,a52e4ad2dbb3,10092,whale,1,unclear,2,-1,0,0 91 1863 621,,0.0,2017,782
b4387e9a8934ab.jpg,beluga_whale,0,ff26e042cd52,15535,whale,1,port,1,-1,0,34 135 2423 657,,0.0,2540,720
c21344a23b57e8.jpg,beluga_whale,0,985e7d6a8052,9315,whale,1,unclear,2,-1,0,1 0 394 122,,0.0,395,128
cd0a3be829ab71.jpg,beluga_whale,0,ff26e042cd52,15535,whale,1,unclear,2,-1,0,1500 1102 2410 1268,,0.0,3599,2399
8de09ac45aa1df.jpg,beluga_whale,0,7fdeba948ee8,7850,whale,1,unclear,2,-1,0,136 58 1825 400,,0.0,1955,483
bb61f3289ba904.jpg,beluga_whale,0,e5cffdb1b51d,14016,whale,1,starboard,0,-1,0,135 99 1474 337,,0.0,1656,392
5511104beb152f.jpg,beluga_whale,0,5ac053677ed1,5520,whale,1,unclear,2,-1,0,990 908 1716 1117,,0.0,3039,2014
f07ad0a5822c01.jpg,beluga_whale,0,4e0949156bd7,4731,whale,1,port,1,-1,0,2 1579 3600 2391,,0.0,3600,2391
007ab28be42600.jpg,beluga_whale,0,cf0fd38d30ae,12613,whale,1,unclear,2,-1,0,1467 1114 2075 1206,,0.0,3600,2391
1caa3f554c74c8.jpg,beluga_whale,0,a0d9288faf36,9822,whale,1,starboard,0,-1,0,141 89 2225 470,,0.0,2331,588
8de5d453925484.jpg,beluga_whale,0,cb0fed574200,12361,whale,1,unclear,2,-1,0,401 45 1949 384,,0.0,2325,424
574f3177e3df93.jpg,beluga_whale,0,afb9b3978217,10736,whale,1,unclear,2,-1,0,98 63 847 219,,0.0,926,295
863bee7275099f.jpg,beluga_whale,0,7845337998d6,7369,whale,1,starboard,0,-1,0,143 73 1169 240,,0.0,1339,342
34535b38b2125f.jpg,beluga_whale,0,59abcc1b41ec,5460,whale,1,unclear,2,-1,0,1788 1220 1932 1267,,0.0,3599,2403
891d66b66680e8.jpg,beluga_whale,0,0ad50d0d9b06,675,whale,1,unclear,2,-1,0,218 72 2116 441,,0.0,2265,592
87f73d50b8a540.jpg,beluga_whale,0,aa6882526c27,10422,whale,1,port,1,-1,0,214 160 1165 357,,0.0,1418,479
056b64a17382b2.jpg,beluga_whale,0,c070eadfe7f6,11742,whale,1,starboard,0,-1,0,137 86 1393 293,,0.0,1505,365
09375db879f77e.jpg,beluga_whale,0,3954e3f0b5b1,3498,whale,1,port,1,-1,0,36 108 3539 689,,0.0,3599,815
08f0c68861ebbe.jpg,beluga_whale,0,cd720f8127f5,12510,whale,1,port,1,-1,0,105 54 1399 391,,0.0,1645,479
5e4c9d008001e1.jpg,beluga_whale,0,bdd6e53061cd,11585,whale,1,unclear,2,-1,0,3 931 624 1089,,0.0,3039,2014
485345b2f197af.jpg,beluga_whale,0,247e4c6de07e,2247,whale,1,unclear,2,-1,0,4 11 718 365,,0.0,726,379
33d07809005083.jpg,beluga_whale,0,a2139d9ef076,9905,whale,1,starboard,0,-1,0,33 87 3515 792,,0.0,3532,924
257d2cbb971a14.jpg,beluga_whale,0,29623de1f9a5,2553,whale,1,unclear,2,-1,0,1752 1170 2124 1270,,0.0,3600,2391
2e185ef8ad77ca.jpg,beluga_whale,0,845491875a4d,8125,whale,1,port,1,-1,0,442 1167 2576 1584,,0.0,3599,2399
