image,individual_id,viewpoint,species,klass,fold,klass_label,species_label,viewpoint_label
46ece564c86bb7.jpg,0946ddad373e,port,bottlenose_dolphin,dolphin,3,0,2,1.0
b7a27f595e4e29.jpg,be2aa86d0e5b,port,false_killer_whale,whale,0,1,8,1.0
b7d5394e764abf.jpg,ffd38c0d37ad,starboard,false_killer_whale,whale,4,1,8,0.0
2408773d21b54a.jpg,35f898e6595e,port,humpback_whale,whale,2,1,12,1.0
41e4337c57cced.jpg,dd8c756c9cb7,starboard,minke_whale,whale,4,1,16,0.0
0044fb81b4f1c7.jpg,ede6a5ed0100,port,humpback_whale,whale,0,1,12,1.0
b9d2f7b620471a.jpg,7e33334695c9,unclear,gray_whale,whale,0,1,11,2.0
82693602c7635c.jpg,237d19839a1d,starboard,melon_headed_whale,whale,4,1,15,0.0
bfc97f1c086c2d.jpg,812be36c2aef,port,bottlenose_dolphin,dolphin,4,0,2,1.0
59716565d03658.jpg,e84e4b2d8c9b,starboard,blue_whale,whale,2,1,1,0.0
a8238f58f18906.jpg,7f88274969db,starboard,humpback_whale,whale,2,1,12,0.0
858fe3eba6c19b.jpg,6da7ae3c5d54,starboard,beluga_whale,whale,1,1,0,0.0
3f3fb1a43ec1b7.jpg,3dd9e8edc4b4,starboard,humpback_whale,whale,2,1,12,0.0
d2050751844244.jpg,79bb59a9ddc8,unclear,beluga_whale,whale,0,1,0,2.0
cada76e23e58cd.jpg,5edd3b4c7b2d,starboard,humpback_whale,whale,4,1,12,0.0
ace696de4b6c98.jpg,9a3eecb8a07f,starboard,beluga_whale,whale,3,1,0,0.0
9698ace77e5e66.jpg,326eb2f0450e,starboard,dusky_dolphin,dolphin,3,0,7,0.0
0ed54735e78e65.jpg,de280a57ed96,starboard,bottlenose_dolphin,dolphin,2,0,2,0.0
b470ab1514079d.jpg,7f97eddd77da,port,spinner_dolphin,dolphin,3,0,23,1.0
76fca1b00c4d09.jpg,a53b3aeb1e30,starboard,fin_whale,whale,0,1,9,0.0
9c069d9e33dca5.jpg,b96e23cd6850,starboard,fin_whale,whale,4,1,9,0.0
2aff0e70cd9bd3.jpg,8f57d342614b,starboard,melon_headed_whale,whale,0,1,15,0.0
771c6e521d0ac6.jpg,b9907151f66e,port,bottlenose_dolphin,dolphin,0,0,2,1.0
fc1b28b7a70e95.jpg,ffbb4e585ff2,port,bottlenose_dolphin,dolphin,0,0,2,1.0
571e25b01795f8.jpg,7345c813e0f3,starboard,beluga_whale,whale,3,1,0,0.0
f08e5f157cdba3.jpg,8690c5185efc,starboard,killer_whale,whale,1,1,13,0.0
c21ad8af63169b.jpg,322a18725969,starboard,beluga_whale,whale,1,1,0,0.0
3b5ddd863efc6f.jpg,f1c3d42fe069,starboard,blue_whale,whale,2,1,1,0.0
0e76e24773ebd2.jpg,225ed8d2cf1f,port,blue_whale,whale,0,1,1,1.0
285ab3329ac96a.jpg,c86d2e4e4c8f,port,blue_whale,whale,0,1,1,1.0
cda988264d1cef.jpg,8da7902dd1f8,starboard,melon_headed_whale,whale,1,1,15,0.0
b66c06600f624e.jpg,c510f990f9fe,port,humpback_whale,whale,0,1,12,1.0
532d001d0a3682.jpg,003fd9e237f5,starboard,melon_headed_whale,whale,3,1,15,0.0
db29522f9f6440.jpg,9ab8c57f10bc,port,false_killer_whale,whale,1,1,8,1.0
52a4a9eef93e4d.jpg,ecfeed7990a2,unclear,beluga_whale,whale,2,1,0,2.0
a5a8f0c46c7e76.jpg,ace276611cba,unclear,beluga_whale,whale,0,1,0,2.0
909b24362e38c0.jpg,c7691adf2825,port,short_finned_pilot_whale,whale,0,1,21,1.0
693c69b88b9077.jpg,2a1d43884549,starboard,dusky_dolphin,dolphin,4,0,7,0.0
1bad23565d48d8.jpg,c823a8094118,port,humpback_whale,whale,2,1,12,1.0
8fd08b2b4a0f98.jpg,3cbc20a1fbfb,starboard,beluga_whale,whale,1,1,0,0.0
f91a95bebb9613.jpg,f92b8c5cea95,port,fin_whale,whale,2,1,9,1.0
cf0ca3a3e40cb4.jpg,4b234d0d53c1,port,bottlenose_dolphin,dolphin,4,0,2,1.0
a9dd851ede1f9e.jpg,7a4ef3059b64,port,humpback_whale,whale,4,1,12,1.0
e9a96c8ddd0cc0.jpg,ea6eccb47a48,starboard,false_killer_whale,whale,3,1,8,0.0
63e8e484b15279.jpg,e6107863d895,port,humpback_whale,whale,3,1,12,1.0
d28a6ecad646ad.jpg,5b3b6ec37837,starboard,beluga_whale,whale,1,1,0,0.0
916c8d9de69292.jpg,ca2d27e4f6b0,starboard,melon_headed_whale,whale,4,1,15,0.0
6e925a1f595836.jpg,7ace4d166c97,starboard,killer_whale,whale,3,1,13,0.0
be82d870d8b273.jpg,5bf17305f073,starboard,bottlenose_dolphin,dolphin,4,0,2,0.0
ed8d59fcf9095c.jpg,303d45f109c2,port,dusky_dolphin,dolphin,0,0,7,1.0
4422f063f4ac33.jpg,a4fa49514767,starboard,gray_whale,whale,1,1,11,0.0
7220754e014acc.jpg,75e91d83d5a8,port,bottlenose_dolphin,dolphin,3,0,2,1.0
df16355b9af3d4.jpg,f46395452c26,starboard,false_killer_whale,whale,2,1,8,0.0
d62344bc544174.jpg,b71445e27d6f,port,humpback_whale,whale,1,1,12,1.0
d49aee6094f00d.jpg,ad4eef5e8e81,port,spinner_dolphin,dolphin,4,0,23,1.0
68a4c60672bd83.jpg,f3026e709e7b,port,blue_whale,whale,3,1,1,1.0
12ef52d42fea71.jpg,8d49ee3f4bda,starboard,dusky_dolphin,dolphin,2,0,7,0.0
0d7b50f8fb51f2.jpg,0d73b01c5e77,port,humpback_whale,whale,1,1,12,1.0
dc52baa469ec0b.jpg,f87ffb99d3d7,port,short_finned_pilot_whale,whale,3,1,21,1.0
98a23a17dba783.jpg,19fbb960f07d,port,minke_whale,whale,4,1,16,1.0
9898db1f6f226a.jpg,c3d2720e07cb,starboard,bottlenose_dolphin,dolphin,2,0,2,0.0
c269883f013b89.jpg,a22f9b1c9bc5,starboard,bottlenose_dolphin,dolphin,1,0,2,0.0
17213e2e67e6a2.jpg,476a11b38d17,starboard,bottlenose_dolphin,dolphin,1,0,2,0.0
15d6a007091f88.jpg,feafa3d569ca,starboard,white_sided_dolphin,dolphin,0,0,25,0.0
bbd5946369e5ae.jpg,1ce3ba6a3c29,port,beluga_whale,whale,1,1,0,1.0
1d487669b52058.jpg,fa15894230d4,port,humpback_whale,whale,0,1,12,1.0
ee779aacb99e64.jpg,24698eb627d3,port,killer_whale,whale,4,1,13,1.0
074ef465be845a.jpg,9997a542b869,port,beluga_whale,whale,2,1,0,1.0
ff150893200c6d.jpg,449e8cfbf6a3,starboard,minke_whale,whale,2,1,16,0.0
3d0b37fa269afa.jpg,5f48c2296a0e,starboard,bottlenose_dolphin,dolphin,4,0,2,0.0
700ef48ca2000f.jpg,abbeba14a290,starboard,common_dolphin,dolphin,0,0,5,0.0
db44a8d7216a73.jpg,44c51745dca2,starboard,dusky_dolphin,dolphin,3,0,7,0.0
d1b6de90e97735.jpg,4ac23afdb631,starboard,humpback_whale,whale,1,1,12,0.0
8c0f0c918362f7.jpg,a52e4ad2dbb3,unclear,beluga_whale,whale,2,1,0,2.0
001f1a1f22da96.jpg,780fefdb6198,starboard,minke_whale,whale,1,1,16,0.0
ebe38809039c07.jpg,a118cdf58ef2,starboard,humpback_whale,whale,2,1,12,0.0
dd10d433649473.jpg,a49ae5521315,starboard,bottlenose_dolphin,dolphin,1,0,2,0.0
dfe76de38ab7e4.jpg,8f281e9e089f,starboard,beluga_whale,whale,3,1,0,0.0
a8e60eb9b6a014.jpg,6ce472444934,port,killer_whale,whale,2,1,13,1.0
e6561236ee9154.jpg,281504409737,port,bottlenose_dolphin,dolphin,1,0,2,1.0
811c6c7d1d0c9b.jpg,06ef73efe924,unclear,beluga_whale,whale,2,1,0,2.0
e72ac160018911.jpg,6fafead8ba4d,port,humpback_whale,whale,3,1,12,1.0
aa2f3456912ee6.jpg,ed12e6721cc7,starboard,fin_whale,whale,4,1,9,0.0
038bf17b3a596e.jpg,41afbb3c1670,port,dusky_dolphin,dolphin,1,0,7,1.0
aa217bf48a9466.jpg,03c879f7c6d5,port,humpback_whale,whale,1,1,12,1.0
563c96f1ba1a85.jpg,974c25502841,starboard,spotted_dolphin,dolphin,2,0,24,0.0
36e73a7b8e23a8.jpg,76fb5dfc937a,port,killer_whale,whale,4,1,13,1.0
7b3024a541f52b.jpg,0c7efa8795f5,port,bottlenose_dolphin,dolphin,1,0,2,1.0
ac9ef87502e350.jpg,90cfd1801b72,port,bottlenose_dolphin,dolphin,0,0,2,1.0
93c0ea50ecfa99.jpg,f306210d1080,port,false_killer_whale,whale,0,1,8,1.0
53702155fc5e9d.jpg,3cbc20a1fbfb,port,beluga_whale,whale,1,1,0,1.0
63a9e7c60a6eec.jpg,136b6c84830f,port,bottlenose_dolphin,dolphin,2,0,2,1.0
1fead33a21a896.jpg,7c6eaa8a1583,starboard,blue_whale,whale,2,1,1,0.0
0e1053d4fb2e02.jpg,9e89f8e28807,starboard,bottlenose_dolphin,dolphin,1,0,2,0.0
05142b75d11408.jpg,f3124bd37e7f,port,spinner_dolphin,dolphin,3,0,23,1.0
5abe9e09aefac4.jpg,f2ddd02312a7,port,beluga_whale,whale,4,1,0,1.0
e9649c66fe4e41.jpg,e69d5f9f8d1e,port,bottlenose_dolphin,dolphin,0,0,2,1.0
13c72f0b9ced71.jpg,ec1469b7e368,starboard,bottlenose_dolphin,dolphin,0,0,2,0.0
8296505f7c79c2.jpg,ffbb4e585ff2,starboard,bottlenose_dolphin,dolphin,1,0,2,0.0
858946c866ceea.jpg,cc39a0f646db,port,humpback_whale,whale,4,1,12,1.0
2639892fd3f8ff.jpg,f4508df805df,port,dusky_dolphin,dolphin,3,0,7,1.0
ac728583e40e9b.jpg,880db02833cf,starboard,killer_whale,whale,0,1,13,0.0
d7e3841bdb106e.jpg,259d9608aec4,starboard,short_finned_pilot_whale,whale,3,1,21,0.0
c3936ca356ce50.jpg,bc1eb2241633,starboard,bottlenose_dolphin,dolphin,1,0,2,0.0
08e5e2970160b9.jpg,0f8821bb7de5,starboard,blue_whale,whale,1,1,1,0.0
b9a8d4b5f6a442.jpg,aeb9e6cae9f7,port,bottlenose_dolphin,dolphin,4,0,2,1.0
7bd33c6e0f3168.jpg,0b4f33bf1fe6,starboard,false_killer_whale,whale,4,1,8,0.0
e3423df756f44a.jpg,ca4bce435614,port,bottlenose_dolphin,dolphin,3,0,2,1.0
7ef4a41d7a96ff.jpg,0c7efa8795f5,port,bottlenose_dolphin,dolphin,4,0,2,1.0
3387d61e6758b6.jpg,ee0ca4cf0faf,starboard,false_killer_whale,whale,3,1,8,0.0
0c9d9d9d485829.jpg,5185e90ddcb1,unclear,beluga_whale,whale,2,1,0,2.0
285e5a92718e2c.jpg,3db616986dbe,port,dusky_dolphin,dolphin,2,0,7,1.0
a660641bc27199.jpg,4b8534134eb8,starboard,bottlenose_dolphin,dolphin,1,0,2,0.0
479247c28398b0.jpg,3321f5c06be6,port,dusky_dolphin,dolphin,2,0,7,1.0
52f98f7d6d9781.jpg,51a5929d3acb,port,false_killer_whale,whale,4,1,8,1.0
eae82af5f26495.jpg,84d91f8c1f99,starboard,false_killer_whale,whale,0,1,8,0.0
16e7c91c7df5cd.jpg,c989336048ed,starboard,false_killer_whale,whale,0,1,8,0.0
cb69a388e9fb52.jpg,e33a507393ca,starboard,false_killer_whale,whale,3,1,8,0.0
6b9517b50e7fab.jpg,36fdfe6f1d22,port,cuviers_beaked_whale,whale,0,1,6,1.0
37dae6320ba95d.jpg,ca88903ae96e,port,minke_whale,whale,2,1,16,1.0
9ba0f02f6e5885.jpg,91970ecd7d55,unclear,beluga_whale,whale,4,1,0,2.0
9a3955c22024c4.jpg,7707bd35ad89,starboard,bottlenose_dolphin,dolphin,4,0,2,0.0
838468470ae40c.jpg,12674a31c61d,port,dusky_dolphin,dolphin,1,0,7,1.0
13d23e5e6c7802.jpg,fb492f141125,starboard,sei_whale,whale,3,1,20,0.0
489e0b3853c70a.jpg,2781accd8fce,port,false_killer_whale,whale,0,1,8,1.0
4976f760b7eac2.jpg,fb19cc7395ff,starboard,humpback_whale,whale,3,1,12,0.0
adc760fdd38100.jpg,7eb842d80577,starboard,humpback_whale,whale,1,1,12,0.0
f1233d55638316.jpg,36c5fb72a9ee,starboard,white_sided_dolphin,dolphin,0,0,25,0.0
ac0f15577bc0b5.jpg,55bc49748881,unclear,humpback_whale,whale,0,1,12,2.0
75e7122ffa2aee.jpg,af02c0601c6e,unclear,beluga_whale,whale,3,1,0,2.0
